id,file-name,en,ssp,also,lat,lng,alt,cnt,loc,type,length,bird-seen,rec,file,url,q
357700,XC357700-01. Saka & Goldfinch.mp3,European Goldfinch,,[''],41.1531,28.7732,130,Turkey,"Başakşehir, İstanbul","male, song",5:50,yes,Cüneyt CANTÜRK,https://xeno-canto.org/357700/download,//xeno-canto.org/357700,A
357699,XC357699-03. Saka & Goldfinch.mp3,European Goldfinch,,[''],41.0206,28.8391,70,Turkey,"Istanbul, Bahçelievler, İstanbul","male, song",8:27,yes,Cüneyt CANTÜRK,https://xeno-canto.org/357699/download,//xeno-canto.org/357699,A
172382,XC172382-Emberiza Calandra 20140403 BC Istanbul.mp3,Corn Bunting,,['Pica pica'],41.0397,28.5552,30,Turkey,"Büyükçekmece, Büyükçekmece, Istanbul Province",song,0:40,yes,Kerem Ali Boyla,https://xeno-canto.org/172382/download,//xeno-canto.org/172382,B
668603,XC668603-mystery-2021-08-16.mp3,Identity unknown,,[''],41.0618,28.6917,90,Turkey,"İstanbul, Başakşehir, İstanbul",uncertain,0:06,yes,Ayberk,https://xeno-canto.org/668603/download,//xeno-canto.org/668603,A
668487,XC668487-mystery.mp3,Identity unknown,,[''],41.0618,28.6917,90,Turkey,"İstanbul, Başakşehir, İstanbul",uncertain,0:03,no,Ayberk Tosun,https://xeno-canto.org/668487/download,//xeno-canto.org/668487,B
692389,XC692389-IMG_7129.MOV.mp3,Identity unknown,,"['Corvus cornix', 'Troglodytes troglodytes', 'Phylloscopus collybita']",41.0141,29.0466,60,Turkey,"İstanbul, Üsküdar, İstanbul","life stage uncertain, sex uncertain",0:21,no,babuccu,https://xeno-canto.org/692389/download,//xeno-canto.org/692389,C
670663,XC670663-Yeni Kayıt 182.mp3,Identity unknown,,[''],41.1033,29.0334,90,Turkey,"İstanbul, Sarıyer, İstanbul",uncertain,0:21,yes,Özgür Ek,https://xeno-canto.org/670663/download,//xeno-canto.org/670663,C
670661,XC670661-Yeni Kayıt 181.mp3,Identity unknown,,['Turdus merula'],41.1033,29.0334,90,Turkey,"İstanbul, Sarıyer, İstanbul","adult, alarm call, sex uncertain",0:22,yes,Özgür Ek,https://xeno-canto.org/670661/download,//xeno-canto.org/670661,C
581241,XC581241-Yeni Kayıt 158-mp3.mp3,Identity unknown,,[''],41.1033,29.0334,90,Turkey,"İstanbul, Sarıyer, İstanbul",song,0:16,no,Özgür Ek,https://xeno-canto.org/581241/download,//xeno-canto.org/581241,C
560539,XC560539-lenmiş hali (online-audio-converter.com).mp3,Identity unknown,,[''],41.1033,29.0334,90,Turkey,"İstanbul, Sarıyer, İstanbul",song,0:10,no,Özgür Ek,https://xeno-canto.org/560539/download,//xeno-canto.org/560539,C
668026,XC668026-unidentified.mp3,Identity unknown,,[''],41.0618,28.6917,90,Turkey,"İstanbul, Başakşehir, İstanbul",uncertain,0:05,no,Ayberk Tosun,https://xeno-canto.org/668026/download,//xeno-canto.org/668026,D
663399,XC663399-Kus Sesi.mp3,Identity unknown,,[''],41.0422,29.0067,25,Turkey,"İstanbul, Beşiktaş, İstanbul",uncertain,0:20,no,Mustafa Azizoglu,https://xeno-canto.org/663399/download,//xeno-canto.org/663399,D
